"HolderAddress","Balance","PendingBalanceUpdate"
"0x5d40c724ba3e7ffa6a91db223368977c522bdacd","8937679.04534211","No"
"0x25756f9c2cceacd787260b001f224159ab9fb97a","17947000.5153752","No"
"0x543a59743fe2967553512166f739c965ecd78763","5.37591333361123","No"
"0xb0fb35cc576034b01bed6f4d0333b1bd3859615c","187060.776964142","No"
"0xb08f5c12d50e775d360b600da766b0b77aa1c886","5.63E-16","No"
"0x693c188e40f760ecf00d2946ef45260b84fbc43e","1E-18","No"
"0xc0e4c5a33ccd4c286fd64b91cdca42e2a59a68d7","7.00343926343976","No"
"0x93f5af632ce523286e033f0510e9b3c9710f4489","200.786666387235","No"
"0xdb6f47e34ea7b6b4095009e90dfa91d39fbc5cc0","8000","No"
"0x86996bc32795ac8718436d875d9e8b913c901913","2403.71984702634","No"
"0x1ca48a32482ef29708e95f248e8a613f05782ed3","31703.9789547614","No"
"0x80c53d18c9769aef7be2c574308615c53ab8aad5","112995.791417795","No"
"0xdabbe70990a344805f89ac6712de73f33cd3a7d6","12500.003106398","No"
"0x0cac9c3d7196f5bbd76fadcd771fb69b772c0f9d","118271.294949492","No"
"0xe79c6b51ec3a89a5f0b4ca89ea8e7728f6a4d2a3","4481.90346333121","No"
"0x0c17f4ac96d914e4a224f1377cba132fcd8b8ded","76000","No"
"0xaaadaa1807a94c1995fd3404f39d5bb289114b1c","384.794305868994","No"
"0xffc02940b6f297bb3aaca6d790f65c1d28e891f7","1024","No"
"0x1baf797c20c09229ae9f62a6eba2201a7150b989","15000","No"
"0xc0ae13c8c7f74cc06d13449de97bc25bf85ceac1","10596.8086463893","No"
"0xc2d14c396822ba325aa8c8d0f6213828cb69d925","19960.7866341879","No"
"0x18db5c1b33d7796caea49881b8eaca874052c107","500","No"
"0x5c0a543f09c67fb0850db0bf4475ac614a60bcb2","5460","No"
"0xc3f6e18b429b6baf1bd31b1e504aee7827c7aab5","4666.96067135481","No"
"0x7d7ad5806dfe5f470a7842c1cb2621b03a3308b5","22500.0524624612","No"
"0xbf62145619d796a72469bf33fb252f9c752378da","105","No"
"0x6b12d3f2244c3e3fa3bd921fa9871ce74f6f75a2","5850","No"
"0x2b9c770ee37b9193faac8fbfc4b78635ddedb175","6351.73205793119","No"
"0xcf95a048bcf6b71f326fb8a1bb6071de525ed5ab","1000","No"
"0xed427fc176dc0f8ae6d2e9f82436fa6c8e9972ef","20215.3516774392","No"
"0x1538dd3c19d3122d94c72ac35ed6b4b54cff93e9","120442.4","No"
"0x1056270360ef979dbc3cf5fe940f88640d08861d","116561.887098517","No"
"0xc701bd908bf4a14e12734f60b451ec2c99eb0f0a","5000.0000641463","No"
"0x26bc7daff54a8fe4d385c37d6d56b0400a66aa0e","9.9562031365E-08","No"
"0xccb92a7e6688601da80e2c454d1ff52f69505907","62106.912221667","No"
"0xa7a0f61c5c255bcbf9528fc2ad01b6138e41c5ca","1366.91913569337","No"
"0xaff83b1b9f51f531e76bb381764a48e12a57ab2c","62104.9","No"
"0x3d97891fdfdf60042ec5d432dde5b04105c28d1c","845","No"
"0x5bca7d4a63b9b2a70b40bf412bbf94606722ffb7","216.918","No"
"0x10a16b7db111ff443e789361298ac1aa1ff32f52","13075.5605107097","No"
"0x2d92e5adee27aed0c7ecb67a187e48e13f7b81bb","1200.97659098312","No"
"0xee5e749689bc16778af3f3c274ae14099a83a8cd","1001.4755094359","No"
"0xf10d1406aead0101649a0b95d1891b92d05c75bb","750","No"
"0x47a98e905e6915ab06202ad405f1c51f667120b2","71326.0903088776","No"
"0x498b01e533be7c65826a37408f8795c0df693b76","1.467E-15","No"
"0x335f4f538c9d2b41f89b8b6fd2acb171a6b608ed","145.439461148161","No"
"0xf0c354be729690674a6544d59bd595bd0d8d297c","9170.43503301172","No"
"0x20e5ac3db9c2e303dccd1fcd9fd4a78b38d34fa1","8770.29480816221","No"
"0xc91348619600b50ddebebf24a22a925f56b66209","2898.1545","No"
"0xb5f522db959e9d8e5976274e9a25d29b0219f312","2187.93598150165","No"
"0x086f51fced9ff6c742d706c319112359e3658b08","3727.74299504411","No"
"0x0876e4a2ea5ec076b03e93543036f71552a84ede","4262.8118","No"
"0x60419e5ee8ca2a3d6bcbabf664588fa18e254f65","3002.40095995044","No"
"0x920722cc1e3f2b63d8de735a2645cd6fe625241a","910.413995628616","No"
"0x79a390924d8837340c09808e9bfaf8d4f866a213","167.432181065247","No"
"0xc784aa191b4562d4ae860b851461d7fac80acf33","5.59214224067607","No"
"0x4c4d6fb5234e748f9d8782e37e686fbfe52dc765","20","No"
"0x7ff8a323fca1a6d3588ed7c72bd8fa05a4b5ede1","0.545","No"
"0xa2c2152f38a914f5c52dc256b35c0f30aa1b0720","1332.59167","No"
"0xbdd6f766f7fb7ca9c5d398707da0b1e490dbccb6","9592.21111583175","No"
"0x01fc336274c2523c23e42af24e91ec0172bafac9","12402.7521002928","No"
"0xd03614c920a0c334b842320999398e1387791bf8","77320.9187665983","No"
"0x4e5912bbdb07d4f054828e66d14534801a283ff4","5101.1844","No"
"0x404c1aa9e136cbb0f909ff2519838ea44ccd6455","776.345292685533","No"
"0x4ac5ed4b31f4f0e16bd96bf2d9f96200d7c266af","4897.29568773286","No"
"0xe9c2e301a9505d66be674a7d2b5c6dba40b49f2b","5692.41892902244","No"
"0x75f0e91e9cbbdac4ca253c0939f6d149fe4397ff","2279.70493320625","No"
"0xc5c5c8eddfdd89d10f1f9ec2a6b8cdce52cda1c7","1000","No"
"0x187647a3b92691baf8e3afb9385146a2e272de94","5210.82729154435","No"
"0xc782d12bc754a1994e5838cef0cd5f6dec780cb5","213.376689222564","No"
"0x8a67ed545879b808dc1441180dc6230f842f99c4","500","No"
"0xc6f03df53a6882e67f375d1ea0173f68a39eeba6","351.661955063893","No"
"0x7993dcfb6398022d9c124c6f0fb3712de3afcbea","23283","No"
"0x188c30e9a6527f5f0c3f7fe59b72ac7253c62f28","2617.41745800506","No"
"0xb08be767cdc33913f8e2fa44193f4e2eb5725876","2815.8217158541","No"
"0xcda459ba2e5bbba181c7e0aa559eeef7cbe1a04b","16017.3211051748","No"
"0x2cbf837858fff7ab6112a1cb76384a088a75df0e","1.4157241541E-08","No"
"0x854865641338fc2e4273d149a08664b5e3237429","1000","No"
"0x98c6938f15cb8e12aff2a8ca9b0a9f2fc6e20901","1.001E-15","No"
"0x7ee48e615dcc2de11fe7967298063141277c4fb4","4169.74925381763","No"
"0x768e3e864319d289429a78bbf6a60294b8cd8630","2283.94042553113","No"
"0xad0c8d2e5ce5581d01e9fa34e54717544c38b2df","57.4609162600369","No"
"0xd9179964fcece4043c93a0c9f9be0669c073d536","148.183825233996","No"
"0xdfcccf2dcb5376abad88a38350cbb91bcff83c27","2037.38774636919","No"
"0x603235e348d67f44d0c01b3573a37271d9d641c1","121444","No"
"0xec649f9a0a4e5f4b2ee5c3ea419db60d74b33847","2547.03414925768","No"
"0xc8382978003d719f85ee9d563c81f18706bb4450","366.918089169066","No"
"0x9388d236346266e68daaeae735c1941f37ebeab1","21.7365462806195","No"
"0xeb3275a120e3fa04d0aca6df127f8091ee6ccbff","1503.62603639553","No"
"0x95c7887f349b897152faa4a79207b58b0c8dcaca","60.4762312765039","No"
"0x5d5bfed49e986b9fb0f03bbdc788c9c46362149b","1062.57290436359","No"
"0xdec4b45004ca7827d5eaa0ab08665e973246c8bf","450.696877584876","No"
"0x5f5562ebb5dac6507df01350f14e5f57dec9e18a","719.812624729947","No"
"0xe0365fff89830850c3d6fa933587b33446ca0547","537.738366472089","No"
"0x374601059c4dc94b715f134a0e0494998b1bd052","234.485952962505","No"
"0x73ded57cac2b34a07d2c598a302164637c07fa45","1.33374531E-09","No"
"0x95c3f3f5f805e604462dfd51fbea5330f5963b35","400.193596327043","No"
"0x171a574b0ada3b66f2b54a9a185e2ff44e06242e","1011.66230763423","No"
"0x083d3ea179fc215758623152cb9458e6fed6314a","3.87581399755303","No"
"0x6aeda684657f2863ab0f80a456174c70b863182b","92556.5329","No"
"0xd6f0bb2a45110f819e908a915237d652ac7c5aa8","1","No"
"0x1aea5e7a094ab5f411bc478ca8c86f0424c63de1","2000.9027669712","No"
"0x60c03347f1d867f71d0c111acbfa4bb977517989","114.095255921095","No"
"0x5a0f2c1d8e563db79ee40f979f6bcd0d27f86f80","2027.02404217686","No"
"0xdc60519443c9ae21415e00ab7a26e1a4ee80cdfa","550","No"
"0x2a1049062c6cfd69bd38fbaf3b0559df1dbbc92c","200","No"
"0xff587e71219c867456858dd61add3b1d28263351","252.025147212416","No"
"0x659fcadcf0b99ddedc7d05b2a5fd27a1b10334ed","290.199606873464","No"
"0x8e2cff292d1d7703454e723bc1911b77233d7950","0.964613910708412","No"
"0x12a59989f8f06130bda8d6e936b2045c734f19ac","23.3078896374726","No"
"0x5c7c0fdc44b44673f070535897d1208104a28950","0.00952502286204408","No"
"0xef2100051f46902496f05ba34a7884cd2d68ddb6","2280.72622710285","No"
"0x863a3bd6f28f4f4a131c88708da91076fdc362c7","5082.70915826623","No"
"0x70f9e4ed61ea9d7f9221b0b1c556f6b36c77f31e","844.834667024522","No"
"0x5890dc2b382ffb6199385d8ceccf7250c0ef31cd","500","No"
"0xbfd1de786bf03d9581e38335c7bfc351148ed1b8","40","No"
"0x742cfe2a1fb49ae444c91b696c771a7b2f65e9f4","0.0113956785076246","No"
"0x0c9e826a40f0f804123f5a360ce6b5c6640479f2","528.548627211984","No"
"0xfb8e5dc8987f4aa85cecce380e4c7365b2c8c2b4","26.490754354034","No"
"0x84834f6d5070ac6133248f19e659c9b3600b023c","397.999107261262","No"
"0x370c355c6cb112f45d205373c1454114711c5091","50","No"
"0xb6b6246bcd96399787511c69c1cdf1bd5e95e9fa","350","No"
"0x87616fa850c87a78f307878f32d808dad8f4d401","0.00945580166583833","No"
"0x549d581206d0070b15365ccd15f8fd11c1311f8c","2745.92871793085","No"
"0x65e5554d272c7032010068aaa1822d72331d97c9","2316.45222973127","No"
"0x66a12b0086e0320f2e6e26c6ff93157c0c365cfb","185.7041996579","No"
"0x3b80a859569f9cffe62a6215c51045c16356d745","500.939903908378","No"
"0x8cc8aa103bfe1cd8755dc80c64539370b587909f","339.007259486469","No"
"0x0dc6d074616280bf5234fff16e0bc8623ef9aa4a","5001.67914143339","No"
"0x9c7a095068633e75cc6eda79c2bcfc22cd5521eb","3308.69011922544","No"
"0xa42989c063589e84123343e3927b9d3766b27fba","524.749418217519","No"
"0x31e73a91ab1e697a3c5669e88dece43131d0518c","0.978349473026973","No"
"0xd2615eb0e51ad50cdec152770da38e71ca6195a5","1","No"
"0x7c309809577e8155bca15cbe5e3504d0888b2631","26","No"
"0xe1f94eb3813f753e8e59478aad688f4d00475246","5801.77914767708","No"
"0x60a1b5b2426be6384f898df4209c3afc6b52cf1d","5.669517416274E-06","No"
"0xff01492be5e8f673f8604439fc07ae95710b5226","72","No"
"0xd8e5ace1738a1d17a9966e4c2c551f43a23173e6","121.228271942449","No"
"0x11cf1a92bd127336b33c2ed86fe13a9ee628733f","1197.24151578738","No"
"0x165ef35562ae8b5b9dc36b99ae3ebc52a813ad77","4.5261E-14","No"
"0x974ede1bae765156ab43b434905976bde122e59d","1384.50467721152","No"
"0x11375b7305324edaf8d89d98d8abd2a29555e53a","294.743446093456","No"
"0xa0f899b0d87510b33f0926f1cb09ed1cfa93bd2f","0.629664489026286","No"
"0x885e44a9c1eb67fdd379a109fd21f916ec3bcec6","502","No"
"0x2de452d9db6dd731d0c8fab1c824e9bfe8713cd1","2","No"
"0x31b5e01dca4c7f5f8c9d8c9c18a0f89e9faed624","106.756863025514","No"
"0x3141293e2a60616c9638866c25ab70f10a8d35d4","5033.08052808045","No"
"0x5ef121ab4b27a8c29c0a79a7588b1e0b0289296e","103.150287590535","No"
"0x2667efe7abb7a619b7d1b3a486cef81fee6bae54","1352.54765182235","No"
"0x05a4448597935c508e4ad0d2cf56d56bedb246ce","91.223434236844","No"
"0xe1fdf92451be1fde56b6b77b50fa4c848d6dcfd7","737.480478429047","No"
"0x8591656bb9f1e1e66806a465572bdd1982c25761","124.952343326608","No"
"0xf12794d8c248218e38d56c996f1434b98bbc9e74","589.368360899936","No"
"0xcbb314d0bd5852bbf104201d91bc2f79d7751579","0.000963812023080247","No"
"0x89fbd25d2dc1e51ca2b120ed4ab9dd588a7ec7da","175","No"
"0x0cb72adb63eda454146c1b344664f925413ad270","21.2822552366923","No"
"0xd54e46c138c3c84f4b39669cbe15f00697c078e5","0.000463222958728233","No"
"0x11a1ee668c9505d39cd8a4aa94d2fa664ebbec7e","341.252114690489","No"
"0x989c2f812a383a61409be1c706c8cb5d807a0bfc","127.255575227453","No"
"0xa01cde6313ad690740c78043d5150b485dd190fc","102.777759021867","No"
"0xbb1351853e765b78cbac77402c80a6e87a368f0e","198.559107562389","No"
"0xe570cd64bfd9d71e196a29de029285a00a557d6b","983.41109882822","No"
"0x2584dce69250f921c130b4a923b8254ecb9167ff","0.538672012672596","No"
"0xf537b6553d8b5c12c031c9f252fca605ea7b0a68","0.29772159","No"
"0xad1808154cffbdf779a508d756b8c85c3b0bdaaa","15.5013350058389","No"
"0x7e131b45b7c2a287092ce817124f87c42be1bb8d","345.978393093557","No"
"0x132170df858710647af0b1dc9cd51a3110eb0d49","3000.86616203777","No"
"0xf757ff24f9a0f120a4ff882be241f0f6ae1b406c","51.92910887876","No"
"0x4aea9bcc69941f22841207a73e310ae25d91c54f","34.1554867459055","No"
"0x4b727eeefa1c0db4240e3ea0b0adecfa59bd90d7","77","No"
"0x9a105cb50e8389469451ee29698e64ea31fdc16a","50","No"
"0xeb5e632e356a55f3a19ffbb61696a8247f9caaa4","75","No"
"0x65168f4d02f9ca20cfe4ab82f98dc9f93d168c33","4.6","No"
"0x16aab6962f981e81fd803d4536682a176f39941b","154.343062237286","No"
"0x2067bed542762d26e2755ce7d8776728f3429f48","500.220179452221","No"
"0x1766263bd4e2b426aa45cb6a37fe1e3bbd535494","100.944065450413","No"
"0x827fca88c4611c794a03d2ab7f70d5ada542be60","144.267001363617","No"
"0x6672988f638d4ac3b905515517d08757ef84a6a2","8.1080114161273","No"
"0x33698d05dd11e63d19a63f297264fbc62eb335a4","23.485839292764","No"
"0xc71cbd0332bc0c91bd3219b3fe837c4de0313838","682.876501857343","No"
"0x35e32cf19435a37165a80196ee5f345402f10b6a","321.739975818829","No"
"0x7b597cecd8c1f271900ea9d3e4b6af1f2edbfde1","50.0000936533266","No"
"0x163bbba99e98ef741a41b55727d9a8371bcaaacd","120.552786657971","No"
"0x5d37a712e163c0f4a2bb70b7cf0590eefe13393d","50.5328351440085","No"
"0xe0cba5baf9779c7d440f75eea85b92a9dfaff765","4.78243373066899","No"
"0x45b3adeb9fdce000f7617352354e1e76592fd68b","687.15742835281","No"
"0x43a0b0c7eab73735995c3aea15342d3eaf9cb820","44.8963204337688","No"
"0x69e63729b921369d13f9c2d3fc47b85830d380fe","3.3531941674037E-05","No"
"0xce833cf84089002ee034f91d6f5eb7bb40915fe9","150.568372008309","No"
"0xf87867b4700d9b6e146ee174e3f1f749b47513da","5.905206692E-09","No"
"0x35848d72314330edd49ce39d15fc4b93f434d5ac","1498.05402788463","No"
"0x68a17b587caf4f9329f0e372e3a78d23a46de6b5","11.940466406883","No"
"0x97cbf38664db982b7e0e7110f1b8b48c7b75d66e","74.2349092658353","No"
"0x749278f10ed8e46a43dba19e775852c62c75be2b","46.89616464","No"
"0x27f03fb762bee8ff01ba3ff921933e15a78ac091","1","No"
"0xe9eb505352f7dc21ae0ea50bee5678e728457201","743.703141684831","No"
"0x0d5efbdf3ffa02eb669a4bbd62912160bd7fe42b","1840.50638838366","No"
"0x1a1a8c88fa3f9e055d08d89b470e61c74fb0c6be","7.670554709E-09","No"
"0x5e44da32def74370daaaf97be9e2862b829d2c71","42.6220360764665","No"
"0xa1785326e82e42803771aa9ebce9901f737bda97","42","No"
"0xfd3feff1e2dc24b0d22f6866362bc51c8a70e874","0.577328889509662","No"
"0x8927c99ff2766b30d21fabdcf5c3fa530dca7a73","2.0244610807095E-05","No"
"0xc2ed59122248b3ef64be4babcaba4e75ff31c016","1000","No"
"0x68fbabd02724d8164b3625bc3e6f9a45a5252969","0.0139732255639332","No"
"0xa00c4f9571969fc4c06ac18e26969883d3cf2864","2","No"
"0x98dca2b9cd7d5ae63f87e36809a352140873ba9d","1.71397545306904","No"
"0x861767a58d6f112de2b2b20488428e5451aa7c6b","4318.86502863129","No"
"0x5255ba157eaaab67aa6ab620e9473f706568dfe3","50000.0965070214","No"
"0x718def6383435d6581159b67c87ebb97b4a8f8a2","5","No"
"0x10dc1adc042dbe3f95d3216d13c928bf06b59738","92.151287395324","No"
"0x0055e75217ca5cb5aa8290cd966f9d85751a7993","13.8179954119417","No"
"0xd8c8622599c3798d56b519747f6ee65d4eda57f7","9.2137258351436E-05","No"
"0xbf3353cd4653585d498b96696c0be5cd4da63fb3","3050","No"
"0x8a3960472b3d63894b68df3f10f58f11828d6fd9","2.13828128238543","No"
"0x37558b37d6f92080b359d4a18096e8cadd371a33","9.32995061551E-07","No"
"0xf1915aba3c55ba20258e6ad98760eece256eff28","4.6057242254769E-05","No"
"0x3dbdb0d8a7d3e6e477711c36869cd0758fd992c1","4.9357520293556E-05","No"
"0x29c1a6f8462708d351a20e8c61d84a7e305d63d9","40","No"
"0xbeb32f1a6750cc44bb2d9f9e8710b58112bc1b86","0.577702","No"
"0x3a9ab6a640dfad6844f96ee0d132e30982225d5e","66.42075282","No"
"0x47d20fdb1a5fdb38b4be0726306c6a150d654ce2","1649.7085624756","No"
"0x5ef97fb92da73a967e39a7ebc54abc2a23c30fd9","1779.81014953587","No"
"0x67d651e9b94ad25568b7c0125bca8bff49de2271","5.49093672381082","No"
"0xc4ff50f331682093c0f4532428410c84e91398e3","552.485658746912","No"
"0xebdd4f8b75873d818c1d4bd7da6ac9d187b0fb7e","0.595296258550869","No"
"0xa867f72e35a58a84ad1840a4ae19c228ea619f53","298.943835715878","No"
"0x46f9b480d8d5c3d6fc8f448c022442f55aa1c93e","543.298809435948","No"
"0x5269389a29a28c3173db02907c8ad0b009da3425","418.162707781807","No"
"0x017ddd63d60394acf55c59069dcd058b86c573b0","15.7621419659682","No"
"0x78a1842cec5841aab3871ea8ff9e8b4e9fa47209","155.26395522362","No"
"0x10826b02e7788247f2ea8a5708eb3663d14f6546","31.8620666564283","No"
"0x4e5c8f6cd3371bf38216edfe676445fb465f4125","1013.39954449666","No"
"0x6083ab418b3681d0c197b1b2d2f2b48d2a6939fc","1019.0712117156","No"
"0x1da7492fd60d0dac7c214a2b9e7f264221d78b5d","165","No"
"0xe51c5c3a25a4b42da00589e3e6f3d0095872ff1e","947.758777826336","No"
"0x955d81e9a0ef56f332312b0cc476fc6235478b0f","338.944397509062","No"
"0xde9a3c738f4e56362b81c316bfcb1139d35bfe11","240.405","No"
"0x8db6b632d743aef641146dc943acb64957155388","0.000587828142108519","No"
"0xd41dd9eb23b79b5d3d2748a3b5c486c8f9852da6","3.6731362182426E-05","No"
"0xd669d4d8020e64a873c0c5fde99a944b06dff524","142.020920926896","No"
"0x073fda0cdb6dc1a64cd7e31fbe75a55cdfede4c1","0.000203832378360147","No"
"0x2d53f70a0cb6cf556235f43b2f4b1514eb537881","85","No"
"0xa6c8181faf27f0c4425e56711dfa0dbda8829382","50","No"
"0x1f79b20dd7525035f1a9dd4043bd21f45f07772e","95.1538262673158","No"
"0xa7dbee7f9ccdd8c91b75067cd31cf0b6d594fbfb","349.013396817263","No"
"0x16378cc5d9190b650d7ff6685aed95787ae93eee","148.65409690725","No"
"0xd45da880ccba56527f943862835176c84a6c2a3d","100","No"
"0x16486ac4551964068e533fcdb006d0d6a2a94e25","7E-18","No"
"0x32069a6be7d4596a854773c7cdcbb378efc0a6eb","8.05517013202447","No"
"0x262ecbc0fc2fe79c93bba49e9d232ae251e9761e","200","No"
"0x0c85dbd507c96ed631a88027565f9275783615d7","1149.09155555325","No"
"0x106343316997bc5b7ccb596f7f8043d546e690b9","84.9347052092862","No"
"0x5fc0a53a7e33aa6e41a93b718dd2216707251fc2","2.7668505066468E-05","No"
"0xaa62b644aee91fd5ddbb91d2ebb7fce19765713c","5.68E-16","No"
"0x202ac9a140c49fffc51acd4c65272a339fb9ef02","767.792910136663","No"
"0x6bcaa539ab97db627967c4bcffe83572895f6638","5.95004588193946","No"
"0xa078a5ca9baf069516ecda9f08d38bd23d8e1d1f","813.69257149624","No"
"0x8d3e621d6be9898a711bec76ba3b908778ad0aba","860.854056143656","No"
"0x5ea3122b1e231078eba49a8b29282d932eb40183","27.4203962055763","No"
"0xab0658c66670d93bf47b4b8d5797edd0a60f43a0","37.8609838889975","No"
"0x8a943b25cb57b9eefdf45a179b90ad1cf4d95f96","49.5738173855106","No"
"0x8833ff8b0259843399ccb649161b30d67d9e647b","18.4508941936871","No"
"0x2cf0833ab136989ca81c8ade3b874811ffd4252a","600","No"
"0xb8752b35e561506e509cdc692ddff41aa23d38f1","23.1955858154417","No"
"0xe8cc2a8540c7339430859b8e7902af2fe2d91865","28.2326615665468","No"
"0x7873c9b21e9647dcd60a6eaf8feb48d19381e79b","137.641227395503","No"
"0x7a5dc8262fac5fd2a12801e486cf4ae9f10dcd05","4","No"
"0x8705ccfd8a6df3785217c307cbebf9b793310b94","314.618762957491","No"
"0x0179b4c77d72d814ff782bb1a463dabea1a16653","120","No"
"0x0d0547c09695dce872318283ac067db9dfe17c14","22.7790426796383","No"
"0x6d350784112847ee6b3aea2a87f104cb8e9a1559","0.00163430086159284","No"
"0x0a40fe26d483b21f7b3621b0b02cb60228f31312","10","No"
"0x4a919786ebc581efcf96363d5e718774c4bf886f","34.5419729392883","No"
"0x6ce186f5fcc404c57d1e302a9108422e513f393f","197.116745855615","No"
"0x9dca899e0e5f7cbd01f863c4dba2432d77d9852a","100.945376763264","No"
